location_name,description,itype_name,checkout_total_x
Engineering Library : Stack,นิสิตสถาปัตย์,Book,174.0
Engineering Library : Stack,นิสิตอักษร,Book,8.0
Environmental Research Institute Library,นิสิตครุ,Book,16.0
Environmental Research Institute Library,นิสิตนิติศาสตร์,Book,10.0
Environmental Research Institute Library,นิสิตรัฐศาสตร์,E Book,44.0
Environmental Research Institute Library,นิสิตวิศวะ,Book,60.0
Environmental Research Institute Library,นิสิตสถาปัตย์,E Book,18.0
Environmental Research Institute Library,นิสิตอักษร,Book,240.0
Fine & Applied Arts Library,นิสิตครุ,Book,581.0
Fine & Applied Arts Library,นิสิตครุ,E Book,55.0
Fine & Applied Arts Library,นิสิตจิตวิทยา,E Book,9.0
Fine & Applied Arts Library,นิสิตนิเทศ,Book,76.0
Fine & Applied Arts Library,นิสิตรัฐศาสตร์,Book,500.0
Fine & Applied Arts Library,นิสิตศิลปกรรม,Book,42941.0
Fine & Applied Arts Library,นิสิตศิลปกรรม,E Book,1421.0
Fine & Applied Arts Library,นิสิตศิลปกรรม,Thesis,84.0
Fine & Applied Arts Library,นิสิตสถาปัตย์,Book,1153.0
Fine & Applied Arts Library,นิสิตสถาปัตย์,E Book,1976.0
Fine & Applied Arts Library,นิสิตอักษร,Book,964.0
Fine & Applied Arts Library,นิสิตอักษร,E Book,9.0
Fine & Applied Arts Library : Reference Collection,นิสิตศิลปกรรม,Reserve 3,216.0
Fine & Applied Arts Library : Research Collection,นิสิตครุ,Reserve 3,520.0
Fine & Applied Arts Library : Research Collection,นิสิตครุ,Thesis,6.0
Fine & Applied Arts Library : Research Collection,นิสิตรัฐศาสตร์,Reserve 3,10.0
Fine & Applied Arts Library : Research Collection,นิสิตศิลปกรรม,Reserve 3,5705.0
Fine & Applied Arts Library : Research Collection,นิสิตศิลปกรรม,Thesis,22.0
Fine & Applied Arts Library : Research Collection,นิสิตสถาปัตย์,Reserve 3,71.0
Fine & Applied Arts Library : Reserve Collection,นิสิตครุ,Reserve 3,105.0
Fine & Applied Arts Library : Reserve Collection,นิสิตศิลปกรรม,Reserve 3,929.0
Fine & Applied Arts Library : Reserve Collection,นิสิตสถาปัตย์,Book,1087.0
Language Institute Library : SALC,นิสิตครุ,Book,727.0
Language Institute Library : SALC,นิสิตครุ,E Book,25623.0
Language Institute Library : SALC,นิสิตจิตวิทยา,Book,143.0
Language Institute Library : SALC,นิสิตจิตวิทยา,E Book,5216.0
Language Institute Library : SALC,นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,E Book,4873.0
Language Institute Library : SALC,นิสิตทันตแพทย์,E Book,6140.0
Language Institute Library : SALC,นิสิตนิติศาสตร์,E Book,9145.0
Language Institute Library : SALC,นิสิตนิเทศ,E Book,6805.0
Language Institute Library : SALC,นิสิตพาณิช-บัญชี,Book,81.0
Language Institute Library : SALC,นิสิตพาณิช-บัญชี,E Book,25189.0
Language Institute Library : SALC,นิสิตพาณิช-บัญชี,E Book for Staff,60.0
Language Institute Library : SALC,นิสิตรัฐศาสตร์,Book,428.0
Language Institute Library : SALC,นิสิตรัฐศาสตร์,E Book,9173.0
Language Institute Library : SALC,นิสิตรัฐศาสตร์,E Book for Staff,108.0
Language Institute Library : SALC,นิสิตวิทยาศาสตร์,Book,423.0
Language Institute Library : SALC,นิสิตวิทยาศาสตร์,E Book,20391.0
Language Institute Library : SALC,นิสิตวิทย์-กีฬา,E Book,206.0
Language Institute Library : SALC,นิสิตวิศวะ,Book,268.0
Language Institute Library : SALC,นิสิตวิศวะ,E Book,13421.0
Language Institute Library : SALC,นิสิตสถาปัตย์,E Book,1453.0
Language Institute Library : SALC,นิสิตสหเวชศาสตร์,Book,140.0
Language Institute Library : SALC,นิสิตสหเวชศาสตร์,E Book,12631.0
Language Institute Library : SALC,นิสิตสัตวแพทย์,Book,288.0
Language Institute Library : SALC,นิสิตสัตวแพทย์,E Book,5242.0
Language Institute Library : SALC,นิสิตอักษร,E Book,1409.0
Language Institute Library : SALC,นิสิตเภสัชฯ,Book,140.0
Language Institute Library : SALC,นิสิตเภสัชฯ,E Book,5328.0
Language Institute Library : SALC,นิสิตเศรษฐศาสตร์,Book,143.0
Language Institute Library : SALC,นิสิตเศรษฐศาสตร์,E Book,9331.0
Language Institute Library : SALC,นิสิตแพทย์,E Book,3391.0
Law Library (3rd Floor),นิสิต,Book,453.0
Law Library (3rd Floor),นิสิตครุ,Book,7767.0
Law Library (3rd Floor),นิสิตจิตวิทยา,Book,780.0
Law Library (3rd Floor),นิสิตทันตแพทย์,Book,5085.0
Law Library (3rd Floor),นิสิตนิติศาสตร์,Book,1653552.0
Law Library (3rd Floor),นิสิตนิติศาสตร์,E Book,15045.0
Law Library (3rd Floor),นิสิตนิเทศ,Book,759.0
Law Library (3rd Floor),นิสิตพาณิช-บัญชี,Book,17740.0
Law Library (3rd Floor),นิสิตรัฐศาสตร์,Book,11712.0
Law Library (3rd Floor),นิสิตรัฐศาสตร์,E Book,433.0
Law Library (3rd Floor),นิสิตวิทยาศาสตร์,Book,14042.0
Law Library (3rd Floor),นิสิตวิศวะ,Book,5127.0
Law Library (3rd Floor),นิสิตสถาปัตย์,Book,1584.0
Law Library (3rd Floor),นิสิตสหเวชศาสตร์,Book,3963.0
Law Library (3rd Floor),นิสิตสัตวแพทย์,Book,3823.0
Law Library (3rd Floor),นิสิตอักษร,Book,9121.0
Law Library (3rd Floor),นิสิตอักษร,E Book,104.0
Law Library (3rd Floor),นิสิตเภสัชฯ,Book,2469.0
Law Library (3rd Floor),นิสิตเศรษฐศาสตร์,Book,1640.0
Law Library (3rd Floor),นิสิตแพทย์,Book,6416.0
Law Library (4th Floor),นิสิตครุ,Book,144.0
Law Library (4th Floor),นิสิตนิติศาสตร์,Book,25690.0
Law Library (4th Floor),นิสิตนิติศาสตร์,E Book,13333.0
Law Library (4th Floor),นิสิตพาณิช-บัญชี,Book,867.0
Law Library (4th Floor),นิสิตรัฐศาสตร์,Book,1756.0
Law Library (4th Floor),นิสิตรัฐศาสตร์,E Book,36.0
Law Library (4th Floor),นิสิตวิทยาศาสตร์,Book,120.0
Law Library (4th Floor),นิสิตอักษร,Book,946.0
Law Library (4th Floor),นิสิตอักษร,E Book,240.0
Law Library (4th Floor),นิสิตเศรษฐศาสตร์,Book,145.0
Law Library : Reference Collection (3rd Floor),นิสิตนิติศาสตร์,E Reference Book,16.0
Law Library : Research Collection,นิสิตนิติศาสตร์,Book,58.0
Law Library : Thesis (4th  Floor),นิสิตนิติศาสตร์,Thesis,9651.0
Law Library : Thesis (4th  Floor),นิสิตรัฐศาสตร์,Thesis,26.0
Medicine Library,นิสิตครุ,Book,28.0
Medicine Library,นิสิตครุ,E Book,17.0
Medicine Library,นิสิตทันตแพทย์,E Book,13.0
Medicine Library,นิสิตนิติศาสตร์,Book,798.0
Medicine Library,นิสิตพาณิช-บัญชี,Book,20.0
Medicine Library,นิสิตรัฐศาสตร์,Book,98.0
Medicine Library,นิสิตรัฐศาสตร์,E Book,180.0
Medicine Library,นิสิตวิทยาศาสตร์,Book,102.0
Medicine Library,นิสิตวิทยาศาสตร์,E Book,1313.0
Medicine Library,นิสิตวิทย์-กีฬา,Book,84.0
Medicine Library,นิสิตวิทย์-กีฬา,E Book,125.0
Medicine Library,นิสิตวิศวะ,E Book,280.0
Medicine Library,นิสิตศิลปกรรม,Book,52.0
Medicine Library,นิสิตสถาปัตย์,Book,90.0
Medicine Library,นิสิตสหเวชศาสตร์,Book,430.0
Medicine Library,นิสิตสัตวแพทย์,E Book,24.0
Medicine Library,นิสิตอักษร,Book,706.0
Medicine Library,นิสิตอักษร,E Book,617.0
Medicine Library,นิสิตเภสัชฯ,Book,1529.0
Medicine Library,นิสิตเภสัชฯ,E Book,308.0
Medicine Library,นิสิตแพทย์,Book,38333.0
Medicine Library,นิสิตแพทย์,E Book,79407.0
Medicine Library : MDCU Collection,นิสิตแพทย์,Special Collection,22.0
Medicine Library : Research Collection,นิสิตนิติศาสตร์,Book,26.0
Medicine Library : Reserve Collection,นิสิตทันตแพทย์,E Reserve 3,11.0
Medicine Library : Stack,นิสิตสหเวชศาสตร์,Book,443.0
Medicine Library : Stack,นิสิตสัตวแพทย์,Book,10.0
Medicine Library : Stack,นิสิตอักษร,Book,112.0
Medicine Library : Stack,นิสิตเภสัชฯ,Book,22.0
Medicine Library : Stack,นิสิตแพทย์,Book,2452.0
Petroleum & Petrochemical College Library,นิสิตนิติศาสตร์,Book,116.0
Pharmaceutical Sciences Library,นิสิต,Book,4768.0
Pharmaceutical Sciences Library,นิสิต,E Book,1950.0
Pharmaceutical Sciences Library,นิสิตครุ,Book,114.0
Pharmaceutical Sciences Library,นิสิตนิติศาสตร์,Book,16.0
Pharmaceutical Sciences Library,นิสิตรัฐศาสตร์,Book,78.0
Pharmaceutical Sciences Library,นิสิตวิทยาศาสตร์,Book,275.0
Pharmaceutical Sciences Library,นิสิตวิทยาศาสตร์,E Book,144.0
Pharmaceutical Sciences Library,นิสิตศิลปกรรม,Book,10.0
Pharmaceutical Sciences Library,นิสิตสัตวแพทย์,Book,77.0
Pharmaceutical Sciences Library,นิสิตอักษร,Book,173.0
Pharmaceutical Sciences Library,นิสิตเภสัชฯ,Book,258929.0
Pharmaceutical Sciences Library,นิสิตเภสัชฯ,E Book,36066.0
Pharmaceutical Sciences Library,นิสิตแพทย์,Book,1064.0
Pharmaceutical Sciences Library,นิสิตแพทย์,E Book,115.0
Pharmaceutical Sciences Library : Reference Collection,นิสิตเภสัชฯ,E Reference Book,584.0
Pharmaceutical Sciences Library : Reserve Collection,นิสิต,Reserve 3,840.0
Pharmaceutical Sciences Library : Reserve Collection,นิสิตเภสัชฯ,Reserve 3,4547.0
Political Science Library,นิสิต,Book,280.0
Political Science Library,นิสิตครุ,Book,24018.0
Political Science Library,นิสิตครุ,E Book,3333.0
Political Science Library,นิสิตจิตวิทยา,Book,1955.0
Political Science Library,นิสิตนิติศาสตร์,Book,4258.0
Political Science Library,นิสิตนิติศาสตร์,E Book,150.0
Political Science Library,นิสิตนิเทศ,Book,48.0
Political Science Library,นิสิตนิเทศ,E Book,101.0
Political Science Library,นิสิตพาณิช-บัญชี,Book,4880.0
Political Science Library,นิสิตพาณิช-บัญชี,E Book,500.0
Political Science Library,นิสิตรัฐศาสตร์,Book,1586349.0
Political Science Library,นิสิตรัฐศาสตร์,E Book,131431.0
Political Science Library,นิสิตรัฐศาสตร์,Reserve 3,60.0
Political Science Library,นิสิตวิทยาศาสตร์,Book,1345.0
Political Science Library,นิสิตวิทยาศาสตร์,E Book,196.0
Political Science Library,นิสิตวิศวะ,Book,5072.0
Political Science Library,นิสิตวิศวะ,E Book,604.0
Political Science Library,นิสิตศิลปกรรม,Book,1048.0
Political Science Library,นิสิตสถาปัตย์,Book,299.0
Political Science Library,นิสิตสถาปัตย์,E Book,366.0
Political Science Library,นิสิตสหเวชศาสตร์,Book,517.0
Political Science Library,นิสิตสัตวแพทย์,Book,4689.0
Political Science Library,นิสิตสัตวแพทย์,E Book,168.0
Political Science Library,นิสิตอักษร,Book,26181.0
Political Science Library,นิสิตอักษร,E Book,9636.0
Political Science Library,นิสิตเศรษฐศาสตร์,Book,9536.0
Political Science Library,นิสิตเศรษฐศาสตร์,E Book,901.0
Political Science Library,นิสิตแพทย์,Book,3478.0
Political Science Library : Reserve Collection,นิสิตรัฐศาสตร์,E Reserve 3,3420.0
Political Science Library : Reserve Collection,นิสิตรัฐศาสตร์,Reserve 3,8116.0
Political Science Library : Stack,นิสิตรัฐศาสตร์,E Book,17.0
Political Science Library : Stack,นิสิตอักษร,E Book,24.0
Sasin Library,นิสิต,E Book,133.0
Sasin Library,นิสิตครุ,E Book,972.0
Sasin Library,นิสิตจิตวิทยา,E Book,253.0
Sasin Library,นิสิตนิติศาสตร์,Book,36.0
Sasin Library,นิสิตนิติศาสตร์,E Book,99.0
Sasin Library,นิสิตนิเทศ,E Book,91.0
Sasin Library,นิสิตพาณิช-บัญชี,Book,299.0
Sasin Library,นิสิตพาณิช-บัญชี,E Book,678.0
Sasin Library,นิสิตรัฐศาสตร์,E Book,90.0
Sasin Library,นิสิตศิลปกรรม,E Book,215.0
Sasin Library,นิสิตสถาปัตย์,Book,280.0
Sasin Library,นิสิตสถาปัตย์,E Book,387.0
Sasin Library,นิสิตอักษร,Book,16.0
Sasin Library,นิสิตอักษร,E Book,130.0
Sasin Library,นิสิตเศรษฐศาสตร์,E Book,584.0
Sasin Library,นิสิตแพทย์,E Book,149.0
Sasin Library : Pamphlet,นิสิตรัฐศาสตร์,Pamphlet,2.0
Sasin Library : Reserve Collection,นิสิตพาณิช-บัญชี,E Book,204.0
Sasin Library : Reserve Collection,นิสิตวิทยาศาสตร์,E Book,68.0
Sasin Library : Reserve Collection,นิสิตเศรษฐศาสตร์,E Reserve 7,45.0
Sasin Library : SET Collection,นิสิตพาณิช-บัญชี,Book,89.0
Sasin Library : SET Collection,นิสิตสถาปัตย์,Book,102.0
Science Library,นิสิต,Book,19890.0
Science Library,นิสิต,E Book,9563.0
Science Library,นิสิตครุ,Book,55610.0
Science Library,นิสิตครุ,E Book,18380.0
Science Library,นิสิตจิตวิทยา,Book,168.0
Science Library,นิสิตจิตวิทยา,E Book,432.0
Science Library,นิสิตทันตแพทย์,Book,10674.0
Science Library,นิสิตทันตแพทย์,E Book,1224.0
Science Library,นิสิตนิติศาสตร์,E Book,90.0
Science Library,นิสิตพาณิช-บัญชี,Book,9932.0
Science Library,นิสิตพาณิช-บัญชี,E Book,380.0
Science Library,นิสิตรัฐศาสตร์,Book,400.0
Science Library,นิสิตวิทยาศาสตร์,Book,827157.0
Science Library,นิสิตวิทยาศาสตร์,E Book,115966.0
Science Library,นิสิตวิทย์-กีฬา,E Book,180.0
Science Library,นิสิตวิศวะ,Book,22574.0
Science Library,นิสิตวิศวะ,E Book,11477.0
Science Library,นิสิตสถาปัตย์,Book,2040.0
Science Library,นิสิตสถาปัตย์,E Book,1544.0
Science Library,นิสิตสหเวชศาสตร์,Book,55179.0
Science Library,นิสิตสหเวชศาสตร์,E Book,7360.0
Science Library,นิสิตสัตวแพทย์,Book,13445.0
Science Library,นิสิตสัตวแพทย์,E Book,1654.0
Science Library,นิสิตอักษร,Book,1234.0
Science Library,นิสิตอักษร,E Book,24.0
Science Library,นิสิตเภสัชฯ,Book,47463.0
Science Library,นิสิตเภสัชฯ,E Book,23374.0
Science Library,นิสิตเศรษฐศาสตร์,Book,1204.0
Science Library,นิสิตแพทย์,E Book,1149.0
Science Library : Audio-Visual Collection,นิสิตวิทยาศาสตร์,Software CD-ROM,70.0
Science Library : Closed Shelf,นิสิตครุ,Book,180.0
Science Library : Closed Shelf,นิสิตวิทยาศาสตร์,Book,1158.0
Science Library : Closed Shelf,นิสิตวิทยาศาสตร์,E Book,3796.0
Science Library : Closed Shelf,นิสิตสถาปัตย์,E Book,27.0
Science Library : Closed Shelf,นิสิตเศรษฐศาสตร์,E Book,52.0
Science Library : Project,นิสิตครุ,Book,232.0
Science Library : Project,นิสิตวิทยาศาสตร์,Book,96.0
Science Library : Project,นิสิตวิทย์-กีฬา,Book,36.0
Science Library : Project,นิสิตอักษร,Book,364.0
Science Library : Project,นิสิตเภสัชฯ,Book,14.0
Science Library : Reference Collection,นิสิตวิทยาศาสตร์,E Reference Book,18.0
Science Library : Thesis,นิสิตวิทยาศาสตร์,Thesis,108.0
Scientific and Technological Research Equipment Centre Library :  Standard,นิสิตสถาปัตย์,Book,1.0
Thai Music Library,นิสิตครุ,Book,145.0
Thai Music Library,นิสิตศิลปกรรม,Book,220.0
Thai Music Library : Research,นิสิตครุ,Reserve 3,7.0
Thai Music Library : Research,นิสิตครุ,Thesis,6.0
Thai Music Library : Thesis,นิสิตครุ,Thesis,18.0
Thailand and ASEAN Information Center (6th Floor),นิสิต,Book,263.0
Thailand and ASEAN Information Center (6th Floor),นิสิตครุ,Book,6548.0
Thailand and ASEAN Information Center (6th Floor),นิสิตครุ,E Book,874.0
Thailand and ASEAN Information Center (6th Floor),นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,E Book,28.0
Thailand and ASEAN Information Center (6th Floor),นิสิตทันตแพทย์,Book,196.0
Thailand and ASEAN Information Center (6th Floor),นิสิตนิติศาสตร์,Book,1504.0
Thailand and ASEAN Information Center (6th Floor),นิสิตนิติศาสตร์,E Book,992.0
Thailand and ASEAN Information Center (6th Floor),นิสิตนิเทศ,Book,154.0
Thailand and ASEAN Information Center (6th Floor),นิสิตนิเทศ,E Book,257.0
Thailand and ASEAN Information Center (6th Floor),นิสิตพาณิช-บัญชี,Book,358.0
Thailand and ASEAN Information Center (6th Floor),นิสิตพาณิช-บัญชี,E Book,180.0
Thailand and ASEAN Information Center (6th Floor),นิสิตรัฐศาสตร์,Book,9906.0
Thailand and ASEAN Information Center (6th Floor),นิสิตรัฐศาสตร์,E Book,2974.0
Thailand and ASEAN Information Center (6th Floor),นิสิตวิทยาศาสตร์,Book,258.0
Thailand and ASEAN Information Center (6th Floor),นิสิตวิทยาศาสตร์,E Book,36.0
Thailand and ASEAN Information Center (6th Floor),นิสิตวิศวะ,Book,275.0
Thailand and ASEAN Information Center (6th Floor),นิสิตวิศวะ,E Book,20.0
Thailand and ASEAN Information Center (6th Floor),นิสิตศิลปกรรม,Book,325.0
Thailand and ASEAN Information Center (6th Floor),นิสิตสถาปัตย์,Book,820.0
Thailand and ASEAN Information Center (6th Floor),นิสิตสถาปัตย์,E Book,739.0
Thailand and ASEAN Information Center (6th Floor),นิสิตสหเวชศาสตร์,Book,163.0
Thailand and ASEAN Information Center (6th Floor),นิสิตสัตวแพทย์,Book,46.0
Thailand and ASEAN Information Center (6th Floor),นิสิตอักษร,Book,7621.0
Thailand and ASEAN Information Center (6th Floor),นิสิตอักษร,E Book,3318.0
Thailand and ASEAN Information Center (6th Floor),นิสิตเศรษฐศาสตร์,Book,575.0
Thailand and ASEAN Information Center (6th Floor),นิสิตเศรษฐศาสตร์,E Book,682.0
Thailand and ASEAN Information Center (6th Floor) : Chula Collection,นิสิตครุ,Special Collection,150.0
Thailand and ASEAN Information Center (6th Floor) : Chula Collection,นิสิตรัฐศาสตร์,Special Collection,77.0
Thailand and ASEAN Information Center (6th Floor) : Chula Collection,นิสิตอักษร,Special Collection,40.0
Thailand and ASEAN Information Center (6th Floor) : Government Publication,นิสิตนิติศาสตร์,Special Collection,44.0
Thailand and ASEAN Information Center (6th Floor) : Government Publication,นิสิตรัฐศาสตร์,Special Collection,144.0
Thailand and ASEAN Information Center (6th Floor) : Government Publication,นิสิตอักษร,Special Collection,16.0
Thailand and ASEAN Information Center (6th Floor) : Indian Studies,นิสิตครุ,Book,332.0
Thailand and ASEAN Information Center (6th Floor) : Indian Studies,นิสิตครุ,E Book,592.0
Thailand and ASEAN Information Center (6th Floor) : Indian Studies,นิสิตตรี สำนักวิชาทรัพยากรการเกษตร,E Book,116.0
Thailand and ASEAN Information Center (6th Floor) : Indian Studies,นิสิตวิทยาศาสตร์,Book,140.0
Thailand and ASEAN Information Center (6th Floor) : Indian Studies,นิสิตอักษร,Book,1168.0
Thailand and ASEAN Information Center (6th Floor) : Indian Studies,นิสิตอักษร,E Book,161.0
Thailand and ASEAN Information Center (6th Floor) : Thailand Collection,นิสิตครุ,E Special Collection,32.0
Thailand and ASEAN Information Center (6th Floor) : Thailand Collection,นิสิตรัฐศาสตร์,E Special Collection,110.0
Thailand and ASEAN Information Center (6th Floor) : Thailand Collection,นิสิตวิทยาศาสตร์,E Special Collection,50.0
Thailand and ASEAN Information Center (6th Floor) : Thailand Collection,นิสิตศิลปกรรม,E Special Collection,112.0
Thailand and ASEAN Information Center (6th Floor) : Thailand Collection,นิสิตสถาปัตย์,E Special Collection,98.0
Thailand and ASEAN Information Center (6th Floor) : Thailand Collection,นิสิตอักษร,E Special Collection,13.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตครุ,E Thesis,27.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตครุ,Thesis,568.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตนิติศาสตร์,E Thesis,322.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตรัฐศาสตร์,E Thesis,45.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตรัฐศาสตร์,Thesis,349.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตสถาปัตย์,E Thesis,600.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตสหเวชศาสตร์,Thesis,90.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตอักษร,E Thesis,56.0
Thailand and ASEAN Information Center (6th Floor) : Thesis,นิสิตอักษร,Thesis,70.0
Veterinary Science Library,นิสิตครุ,Book,140.0
Veterinary Science Library,นิสิตพาณิช-บัญชี,Book,11.0
Veterinary Science Library,นิสิตวิศวะ,Book,29.0
Veterinary Science Library,นิสิตสถาปัตย์,Book,95.0
Veterinary Science Library,นิสิตสถาปัตย์,E Book,80.0
Veterinary Science Library,นิสิตสัตวแพทย์,Book,16105.0
Veterinary Science Library,นิสิตสัตวแพทย์,E Book,13108.0
Veterinary Science Library,นิสิตอักษร,Book,357.0
Veterinary Science Library,นิสิตเภสัชฯ,E Book,10.0
Veterinary Science Library : Reference Collection,นิสิตสัตวแพทย์,E Reference Book,3076.0
Veterinary Science Library : Reserve Collection,นิสิตสัตวแพทย์,Book,248.0
Veterinary Science Library : Reserve Collection,นิสิตสัตวแพทย์,E Reserve 5h,2253.0
